Date : 2024-06-25 00:17:05
Directory : c:\Users\kryst\Projects\gym_tracker_flutter\lib
Total : 212 files,  1076 codes, 90 comments, 111 blanks, all 1277 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings (Files)                                                                            |          1 |        -55 |          0 |         -6 |        -61 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu                                                                           |         17 |       -723 |          0 |        -49 |       -772 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu                                                              |         11 |       -369 |          0 |        -28 |       -397 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu (Files)                                                      |          1 |        -44 |          0 |         -2 |        -46 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens                                                      |         10 |       -325 |          0 |        -26 |       -351 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens (Files)                                              |          3 |       -112 |          0 |         -6 |       -118 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu                                         |          7 |       -213 |          0 |        -20 |       -233 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu (Files)                                 |          1 |        -53 |          0 |         -3 |        -56 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens                                 |          5 |       -134 |          0 |        -13 |       -147 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\widgets                                 |          1 |        -26 |          0 |         -4 |        -30 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu                                                             |          6 |       -354 |          0 |        -21 |       -375 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu (Files)                                                     |          1 |        -51 |          0 |         -2 |        -53 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens                                                     |          5 |       -303 |          0 |        -19 |       -322 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\widgets                                                                            |          4 |       -154 |          0 |        -14 |       -168 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine                                                                            |         11 |     -1,180 |          0 |       -106 |     -1,286 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine (Files)                                                                    |          1 |        -78 |          0 |         -4 |        -82 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator                                                   |          6 |       -755 |          0 |        -76 |       -831 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator (Files)                                           |          1 |        -74 |          0 |         -7 |        -81 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\training_routine_creator\widgets                                           |          5 |       -681 |          0 |        -69 |       -750 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training-routine\widgets                                                                    |          4 |       -347 |          0 |        -26 |       -373 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session                                                                            |         14 |     -1,112 |         -1 |       -115 |     -1,228 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator                                                   |         10 |       -844 |         -1 |        -86 |       -931 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator (Files)                                           |          2 |       -173 |         -1 |        -25 |       -199 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_creator\widgets                                           |          8 |       -671 |          0 |        -61 |       -732 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details                                                   |          4 |       -268 |          0 |        -29 |       -297 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details (Files)                                           |          1 |        -84 |          0 |         -7 |        -91 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\training_session\training_session_details\widgets                                           |          3 |       -184 |          0 |        -22 |       -206 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\user_profile                                                                                |          1 |         -9 |          0 |         -2 |        -11 |
| ..\..\..\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\utills                                                                                         |          3 |        -52 |         -1 |        -12 |        -65 |
| core                                                                                                                                                              |         10 |        246 |          9 |         42 |        297 |
| core\configs                                                                                                                                                      |          3 |        157 |          9 |         18 |        184 |
| core\constants                                                                                                                                                    |          5 |         63 |          0 |         16 |         79 |
| core\token                                                                                                                                                        |          2 |         26 |          0 |          8 |         34 |
| data                                                                                                                                                              |         32 |      1,123 |         63 |        194 |      1,380 |
| data\bloc                                                                                                                                                         |         13 |        386 |          0 |         87 |        473 |
| data\bloc (Files)                                                                                                                                                 |          1 |         37 |          0 |          6 |         43 |
| data\bloc\authorization                                                                                                                                           |          3 |         90 |          0 |         21 |        111 |
| data\bloc\training_log                                                                                                                                            |          3 |         74 |          0 |         17 |         91 |
| data\bloc\training_routine                                                                                                                                        |          3 |        100 |          0 |         23 |        123 |
| data\bloc\training_session                                                                                                                                        |          3 |         85 |          0 |         20 |        105 |
| data\models                                                                                                                                                       |          4 |         92 |          1 |         11 |        104 |
| data\services                                                                                                                                                     |          6 |        473 |         62 |         78 |        613 |
| data\use_case                                                                                                                                                     |          9 |        172 |          0 |         18 |        190 |
| data\use_case (Files)                                                                                                                                             |          1 |          4 |          0 |          2 |          6 |
| data\use_case\training_log                                                                                                                                        |          2 |         42 |          0 |          4 |         46 |
| data\use_case\training_routine                                                                                                                                    |          3 |         64 |          0 |          6 |         70 |
| data\use_case\training_session                                                                                                                                    |          3 |         62 |          0 |          6 |         68 |
| ui                                                                                                                                                                |         72 |      5,161 |         77 |        485 |      5,723 |
| ui\auth                                                                                                                                                           |         11 |        592 |         20 |         60 |        672 |
| ui\auth (Files)                                                                                                                                                   |          2 |        206 |         20 |         21 |        247 |
| ui\auth\widgets                                                                                                                                                   |          9 |        386 |          0 |         39 |        425 |
| ui\main_dashboard                                                                                                                                                 |          8 |        748 |          1 |         83 |        832 |
| ui\main_dashboard (Files)                                                                                                                                         |          1 |        108 |          0 |         13 |        121 |
| ui\main_dashboard\widgets                                                                                                                                         |          7 |        640 |          1 |         70 |        711 |
| ui\navi_bar                                                                                                                                                       |          1 |        111 |          0 |         13 |        124 |
| ui\progres_tracker                                                                                                                                                |          4 |        180 |         55 |         32 |        267 |
| ui\progres_tracker (Files)                                                                                                                                        |          1 |          0 |         48 |          5 |         53 |
| ui\progres_tracker\widgets                                                                                                                                        |          3 |        180 |          7 |         27 |        214 |
| ui\settings                                                                                                                                                       |         22 |      1,288 |          0 |         78 |      1,366 |
| ui\settings (Files)                                                                                                                                               |          1 |         56 |          0 |          6 |         62 |
| ui\settings\sub_menu                                                                                                                                              |         17 |      1,028 |          0 |         56 |      1,084 |
| ui\settings\sub_menu\account_menu                                                                                                                                 |         11 |        627 |          0 |         33 |        660 |
| ui\settings\sub_menu\account_menu (Files)                                                                                                                         |          1 |         44 |          0 |          2 |         46 |
| ui\settings\sub_menu\account_menu\screens                                                                                                                         |         10 |        583 |          0 |         31 |        614 |
| ui\settings\sub_menu\account_menu\screens (Files)                                                                                                                 |          3 |        180 |          0 |          8 |        188 |
| ui\settings\sub_menu\account_menu\screens\profile_menu                                                                                                            |          7 |        403 |          0 |         23 |        426 |
| ui\settings\sub_menu\account_menu\screens\profile_menu (Files)                                                                                                    |          1 |         92 |          0 |          4 |         96 |
| ui\settings\sub_menu\account_menu\screens\profile_menu\screens                                                                                                    |          5 |        284 |          0 |         15 |        299 |
| ui\settings\sub_menu\account_menu\screens\profile_menu\widgets                                                                                                    |          1 |         27 |          0 |          4 |         31 |
| ui\settings\sub_menu\settings_menu                                                                                                                                |          6 |        401 |          0 |         23 |        424 |
| ui\settings\sub_menu\settings_menu (Files)                                                                                                                        |          1 |         51 |          0 |          2 |         53 |
| ui\settings\sub_menu\settings_menu\screens                                                                                                                        |          5 |        350 |          0 |         21 |        371 |
| ui\settings\widgets                                                                                                                                               |          4 |        204 |          0 |         16 |        220 |
| ui\training-routine                                                                                                                                               |         11 |      1,127 |          0 |        102 |      1,229 |
| ui\training-routine (Files)                                                                                                                                       |          1 |         75 |          0 |          4 |         79 |
| ui\training-routine\training_routine_creator                                                                                                                      |          6 |        705 |          0 |         72 |        777 |
| ui\training-routine\training_routine_creator (Files)                                                                                                              |          1 |         72 |          0 |          7 |         79 |
| ui\training-routine\training_routine_creator\widgets                                                                                                              |          5 |        633 |          0 |         65 |        698 |
| ui\training-routine\widgets                                                                                                                                       |          4 |        347 |          0 |         26 |        373 |
| ui\training_session                                                                                                                                               |         14 |      1,106 |          1 |        115 |      1,222 |
| ui\training_session\training_session_creator                                                                                                                      |         10 |        840 |          1 |         86 |        927 |
| ui\training_session\training_session_creator (Files)                                                                                                              |          2 |        169 |          1 |         25 |        195 |
| ui\training_session\training_session_creator\widgets                                                                                                              |          8 |        671 |          0 |         61 |        732 |
| ui\training_session\training_session_details                                                                                                                      |          4 |        266 |          0 |         29 |        295 |
| ui\training_session\training_session_details (Files)                                                                                                              |          1 |         82 |          0 |          7 |         89 |
| ui\training_session\training_session_details\widgets                                                                                                              |          3 |        184 |          0 |         22 |        206 |
| ui\user_profile                                                                                                                                                   |          1 |          9 |          0 |          2 |         11 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                                          | language | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\config\get_it_config.dart                                                                | Dart     |        -10 |          0 |         -3 |        -13 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_log\training_log_bloc.dart                                            | Dart     |        -31 |          0 |         -5 |        -36 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_log\training_log_event.dart                                           | Dart     |         -9 |          0 |         -5 |        -14 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_log\training_log_state.dart                                           | Dart     |         -8 |          0 |         -6 |        -14 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_routine\training_routine_bloc.dart                                    | Dart     |        -38 |          0 |         -8 |        -46 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_routine\training_routine_event.dart                                   | Dart     |        -10 |          0 |         -6 |        -16 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_routine\training_routine_state.dart                                   | Dart     |        -10 |          0 |         -8 |        -18 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_session\training_session_bloc.dart                                    | Dart     |        -49 |          0 |         -7 |        -56 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_session\training_session_event.dart                                   | Dart     |        -10 |          0 |         -6 |        -16 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\training_session\training_session_state.dart                                   | Dart     |         -9 |          0 |         -6 |        -15 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\bloc\user_cubit.dart                                                                | Dart     |        -27 |          0 |         -6 |        -33 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\models\exercise.dart                                                                | Dart     |        -26 |          0 |         -2 |        -28 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\models\training_log.dart                                                            | Dart     |        -23 |         -1 |         -2 |        -26 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\models\training_routine.dart                                                        | Dart     |        -23 |          0 |         -5 |        -28 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\models\training_session.dart                                                        | Dart     |        -20 |          0 |         -2 |        -22 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\services\auth_service.dart                                                          | Dart     |        -84 |          0 |         -9 |        -93 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\services\training_log_service.dart                                                  | Dart     |        -41 |          0 |         -8 |        -49 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\services\training_routine_service.dart                                              | Dart     |        -47 |          0 |        -12 |        -59 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\data\services\training_session_service.dart                                              | Dart     |        -64 |          0 |         -8 |        -72 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\main.dart                                                                                | Dart     |        -33 |          0 |         -4 |        -37 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\token\token_receiver.dart                                                                | Dart     |        -12 |          0 |         -2 |        -14 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\token\token_storage.dart                                                                 | Dart     |        -14 |          0 |         -6 |        -20 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\auth_page.dart                                                                   | Dart     |       -142 |          0 |        -11 |       -153 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\form_handler.dart                                                                | Dart     |        -34 |          0 |         -6 |        -40 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\alternative_action.dart                                                  | Dart     |        -80 |          0 |         -8 |        -88 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\authentication_button.dart                                               | Dart     |        -43 |          0 |         -2 |        -45 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\authentication_form.dart                                                 | Dart     |        -34 |          0 |         -6 |        -40 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\custom_text_field.dart                                                   | Dart     |        -82 |          0 |         -9 |        -91 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\error_dialog.dart                                                        | Dart     |        -38 |          0 |         -2 |        -40 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\gym_diary_logo.dart                                                      | Dart     |        -12 |          0 |         -2 |        -14 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\logo_section.dart                                                        | Dart     |        -19 |          0 |         -2 |        -21 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\short_description.dart                                                   | Dart     |        -48 |          0 |         -6 |        -54 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\auth\widgets\social_icons_field.dart                                                  | Dart     |        -30 |          0 |         -2 |        -32 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\home_page.dart                                                         | Dart     |       -111 |          0 |        -13 |       -124 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\progress_tracker.dart                                          | Dart     |        -66 |          0 |         -7 |        -73 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\recent_training_sessions-display.dart                          | Dart     |       -179 |          0 |        -17 |       -196 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\recent_workouts_header.dart                                    | Dart     |        -76 |          0 |         -8 |        -84 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\user-training-routines.dart                                    | Dart     |        -74 |          0 |        -10 |        -84 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\user_training_routines.dart                                    | Dart     |        -74 |          0 |        -10 |        -84 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\user_welcome_panel.dart                                        | Dart     |       -100 |          0 |        -11 |       -111 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\main_dashboard\widgets\workout_count.dart                                             | Dart     |        -71 |         -1 |         -7 |        -79 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\navi_bar\navigation_bottom_bar.dart                                                   | Dart     |       -111 |          0 |        -13 |       -124 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\progress_tracker.dart                                                 | Dart     |          0 |        -48 |         -5 |        -53 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\widgets\action_buttons-row.dart                                       | Dart     |        -23 |          0 |         -4 |        -27 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\widgets\progress_chart.dart                                           | Dart     |       -136 |         -7 |        -19 |       -162 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\progres_tracker\widgets\progress_log_list.dart                                        | Dart     |        -21 |          0 |         -4 |        -25 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\settings_page.dart                                                           | Dart     |        -55 |          0 |         -6 |        -61 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\account_view.dart                                      | Dart     |        -44 |          0 |         -2 |        -46 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\notifications_view.dart                        | Dart     |        -43 |          0 |         -2 |        -45 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\payments_view.dart                             | Dart     |        -29 |          0 |         -2 |        -31 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\profile_view.dart                 | Dart     |        -53 |          0 |         -3 |        -56 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\change_avatar_page.dart   | Dart     |        -26 |          0 |         -2 |        -28 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\change_email_page.dart    | Dart     |        -27 |          0 |         -3 |        -30 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\change_password_page.dart | Dart     |        -28 |          0 |         -3 |        -31 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\delete_account_page.dart  | Dart     |        -26 |          0 |         -2 |        -28 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\screens\edit_username_page.dart   | Dart     |        -27 |          0 |         -3 |        -30 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\profile_menu\widgets\profile_options_tile.dart | Dart     |        -26 |          0 |         -4 |        -30 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\account_menu\screens\security_view.dart                             | Dart     |        -40 |          0 |         -2 |        -42 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\about_page.dart                               | Dart     |        -26 |          0 |         -2 |        -28 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\apperance_page.dart                           | Dart     |        -49 |          0 |         -3 |        -52 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\help_support_page.dart                        | Dart     |       -109 |          0 |         -8 |       -117 |
| c:\Users\kryst\IdeaProjects\GymTracker_MobileApp\gym_tracker_flutter\lib\ui\settings\sub_menu\settings_menu\screens\logout_page.dart                              | Dart     |        -66 |          0 |         -4 |        -70 |
